customer_id,customer_name,country,customer_segment,signup_date
CUST000143,Customer 143,New Zealand,SMB,2024-08-31
CUST000144,Customer 144,New Zealand,Enterprise,2025-04-02
CUST000145,Customer 145,Australia,SMB,2024-06-13
CUST000146,Customer 146,Indonesia,Consumer,2021-12-07
CUST000147,Customer 147,India,Consumer,2023-07-31
CUST000148,Customer 148,Malaysia,SMB,2025-10-15
CUST000149,Customer 149,Australia,Consumer,2024-10-17
CUST000150,Customer 150,Malaysia,Enterprise,2023-12-24
CUST000151,Customer 151,Indonesia,Enterprise,2026-06-04
CUST000152,Customer 152,Australia,SMB,2025-02-24
CUST000153,Customer 153,Australia,Enterprise,2023-02-01
CUST000154,Customer 154,Australia,SMB,2025-05-20
CUST000155,Customer 155,Indonesia,SMB,2025-03-24
CUST000156,Customer 156,Philippines,Enterprise,2026-07-03
CUST000157,Customer 157,Indonesia,Enterprise,2021-10-25
CUST000158,Customer 158,Philippines,Consumer,2022-06-07
CUST000159,Customer 159,Malaysia,Enterprise,2023-02-13
CUST000160,Customer 160,Indonesia,SMB,2022-03-26
CUST000161,Customer 161,Malaysia,SMB,2025-07-13
CUST000162,Customer 162,Malaysia,Consumer,2024-01-06
CUST000163,Customer 163,Malaysia,SMB,2023-12-19
CUST000164,Customer 164,Singapore,Consumer,2022-07-21
CUST000165,Customer 165,Indonesia,Enterprise,2025-03-29
CUST000166,Customer 166,New Zealand,Enterprise,2024-06-24
CUST000167,Customer 167,New Zealand,Consumer,2023-02-22
CUST000168,Customer 168,Indonesia,SMB,2023-12-28
CUST000169,Customer 169,Singapore,SMB,2023-04-04
CUST000170,Customer 170,India,SMB,2026-01-27
CUST000171,Customer 171,Australia,SMB,2022-05-25
CUST000172,Customer 172,Australia,Consumer,2023-11-27
CUST000173,Customer 173,Indonesia,Consumer,2025-03-24
CUST000174,Customer 174,India,Enterprise,2022-09-27
CUST000175,Customer 175,Singapore,SMB,2025-01-27
CUST000176,Customer 176,India,Enterprise,2025-11-04
CUST000177,Customer 177,Indonesia,SMB,2025-08-31
CUST000178,Customer 178,Singapore,SMB,2026-08-01
CUST000179,Customer 179,New Zealand,Consumer,2022-04-05
CUST000180,Customer 180,Philippines,Enterprise,2024-02-14
CUST000181,Customer 181,Singapore,Enterprise,2021-12-07
CUST000182,Customer 182,Philippines,SMB,2025-07-09
CUST000183,Customer 183,Malaysia,Enterprise,2025-08-10
CUST000184,Customer 184,India,Enterprise,2024-07-28
CUST000185,Customer 185,Australia,Enterprise,2022-07-14
CUST000186,Customer 186,Australia,SMB,2026-03-22
CUST000187,Customer 187,Singapore,SMB,2023-04-10
CUST000188,Customer 188,Indonesia,SMB,2024-06-30
CUST000189,Customer 189,Malaysia,SMB,2024-03-15
CUST000190,Customer 190,Indonesia,Enterprise,2025-07-17
CUST000191,Customer 191,Malaysia,Consumer,2025-09-10
CUST000192,Customer 192,Australia,Consumer,2024-04-24
CUST000193,Customer 193,Australia,Enterprise,2026-03-03
CUST000194,Customer 194,India,SMB,2025-05-21
CUST000195,Customer 195,Singapore,Enterprise,2023-05-16
CUST000196,Customer 196,Indonesia,Consumer,2023-04-13
CUST000197,Customer 197,India,SMB,2023-03-11
CUST000198,Customer 198,Malaysia,SMB,2026-08-25
CUST000199,Customer 199,New Zealand,Consumer,2023-09-12
CUST000200,Customer 200,New Zealand,Consumer,2021-11-28
CUST000201,Customer 201,Indonesia,Consumer,2022-10-09
CUST000202,Customer 202,India,Consumer,2023-12-25
CUST000203,Customer 203,Indonesia,Consumer,2023-12-12
CUST000204,Customer 204,Singapore,Enterprise,2025-06-07
CUST000205,Customer 205,New Zealand,Enterprise,2025-02-16
CUST000206,Customer 206,Australia,Consumer,2023-05-14
CUST000207,Customer 207,India,Enterprise,2024-01-14
CUST000208,Customer 208,Indonesia,Enterprise,2025-11-28
CUST000209,Customer 209,Malaysia,SMB,2024-09-17
CUST000210,Customer 210,Indonesia,Enterprise,2025-12-27
CUST000211,Customer 211,Philippines,Consumer,2024-04-28
CUST000212,Customer 212,Philippines,Enterprise,2023-09-16
CUST000213,Customer 213,Philippines,Consumer,2024-10-01
CUST000214,Customer 214,Philippines,Consumer,2024-05-02
CUST000215,Customer 215,New Zealand,Enterprise,2023-04-29
CUST000216,Customer 216,New Zealand,Enterprise,2022-05-03
CUST000217,Customer 217,New Zealand,Consumer,2024-04-23
CUST000218,Customer 218,New Zealand,Enterprise,2021-09-27
CUST000219,Customer 219,Indonesia,Enterprise,2024-04-13
CUST000220,Customer 220,Malaysia,SMB,2024-07-20
CUST000221,Customer 221,New Zealand,SMB,2023-01-19
CUST000222,Customer 222,Philippines,Enterprise,2025-10-03
CUST000223,Customer 223,Indonesia,Enterprise,2026-06-19
CUST000224,Customer 224,Malaysia,Consumer,2026-02-02
CUST000225,Customer 225,Indonesia,Enterprise,2025-08-26
CUST000226,Customer 226,India,SMB,2022-11-13
CUST000227,Customer 227,Indonesia,Consumer,2026-04-01
CUST000228,Customer 228,New Zealand,SMB,2022-11-29
CUST000229,Customer 229,New Zealand,Consumer,2021-09-24
CUST000230,Customer 230,India,Consumer,2025-11-15
CUST000231,Customer 231,Indonesia,Enterprise,2025-09-03
CUST000232,Customer 232,Australia,Consumer,2025-09-26
CUST000233,Customer 233,New Zealand,SMB,2022-05-24
CUST000234,Customer 234,India,Enterprise,2022-08-30
CUST000235,Customer 235,New Zealand,SMB,2024-03-16
CUST000236,Customer 236,Australia,Enterprise,2025-12-18
CUST000237,Customer 237,Philippines,Consumer,2025-01-29
CUST000238,Customer 238,Philippines,SMB,2022-02-22
CUST000239,Customer 239,Singapore,Consumer,2024-05-05
CUST000240,Customer 240,Malaysia,Consumer,2022-07-27
CUST000241,Customer 241,India,SMB,2023-09-26
CUST000242,Customer 242,Singapore,Consumer,2026-06-04
CUST000243,Customer 243,New Zealand,Consumer,2024-08-27
CUST000244,Customer 244,Singapore,Enterprise,2023-08-15
CUST000245,Customer 245,Australia,Consumer,2022-03-03
CUST000246,Customer 246,New Zealand,Enterprise,2022-08-01
CUST000247,Customer 247,New Zealand,Enterprise,2023-04-04
CUST000248,Customer 248,Philippines,Enterprise,2023-04-20
CUST000249,Customer 249,Philippines,Consumer,2023-08-26
CUST000250,Customer 250,Malaysia,Consumer,2026-08-23
CUST000251,Customer 251,Malaysia,Enterprise,2022-03-02
CUST000252,Customer 252,Malaysia,Enterprise,2025-10-30
CUST000253,Customer 253,Indonesia,SMB,2022-11-06
CUST000254,Customer 254,India,SMB,2022-04-04
CUST000255,Customer 255,Singapore,Enterprise,2026-04-28
CUST000256,Customer 256,India,Enterprise,2022-11-18
CUST000257,Customer 257,New Zealand,SMB,2022-01-20
CUST000258,Customer 258,Indonesia,Consumer,2024-08-25
CUST000259,Customer 259,Singapore,Enterprise,2026-04-02
CUST000260,Customer 260,India,Enterprise,2021-12-15
CUST000261,Customer 261,Indonesia,Enterprise,2022-05-08
CUST000262,Customer 262,New Zealand,SMB,2023-08-15
CUST000263,Customer 263,Singapore,Enterprise,2023-02-01
CUST000264,Customer 264,Singapore,SMB,2023-02-23
CUST000265,Customer 265,India,Consumer,2024-12-11
CUST000266,Customer 266,Indonesia,Enterprise,2026-08-27
CUST000267,Customer 267,Indonesia,SMB,2025-10-20
CUST000268,Customer 268,India,Enterprise,2024-12-20
CUST000269,Customer 269,Singapore,SMB,2026-06-19
CUST000270,Customer 270,Singapore,Consumer,2023-03-25
CUST000271,Customer 271,India,Enterprise,2023-03-04
CUST000272,Customer 272,Indonesia,SMB,2022-12-30
CUST000273,Customer 273,Malaysia,Consumer,2026-07-30
CUST000274,Customer 274,India,Consumer,2024-02-11
CUST000275,Customer 275,Singapore,SMB,2023-08-10
CUST000276,Customer 276,Philippines,Consumer,2023-03-15
CUST000277,Customer 277,Malaysia,Consumer,2025-04-04
CUST000278,Customer 278,Singapore,SMB,2024-12-03
CUST000279,Customer 279,Philippines,SMB,2021-12-21
CUST000280,Customer 280,Philippines,Enterprise,2023-11-06
CUST000281,Customer 281,Australia,Consumer,2023-09-30
CUST000282,Customer 282,Indonesia,Consumer,2025-08-04
CUST000283,Customer 283,India,Enterprise,2023-05-02
CUST000284,Customer 284,Australia,Consumer,2022-07-01
CUST000285,Customer 285,Australia,Consumer,2024-03-01
CUST000286,Customer 286,Malaysia,SMB,2022-10-28
CUST000287,Customer 287,Australia,Enterprise,2026-07-27
CUST000288,Customer 288,India,SMB,2025-03-01
CUST000289,Customer 289,Indonesia,Enterprise,2022-09-14
CUST000290,Customer 290,Philippines,Enterprise,2022-06-25
CUST000291,Customer 291,Indonesia,Enterprise,2025-07-20
CUST000292,Customer 292,Australia,Enterprise,2022-10-27
CUST000293,Customer 293,Philippines,Enterprise,2022-09-16
CUST000294,Customer 294,Malaysia,Consumer,2024-07-11
CUST000295,Customer 295,India,SMB,2025-04-26
CUST000296,Customer 296,New Zealand,Consumer,2021-10-27
CUST000297,Customer 297,Australia,SMB,2022-08-22
CUST000298,Customer 298,Australia,Enterprise,2022-08-19
CUST000299,Customer 299,Australia,SMB,2023-09-19
CUST000300,Customer 300,Philippines,Enterprise,2025-12-22
CUST000301,Customer 301,Indonesia,SMB,2021-10-02
CUST000302,Customer 302,New Zealand,Enterprise,2026-08-01
CUST000303,Customer 303,Malaysia,Enterprise,2025-02-05
CUST000304,Customer 304,Malaysia,SMB,2022-06-30
CUST000305,Customer 305,Australia,Consumer,2026-01-15
CUST000306,Customer 306,Indonesia,Enterprise,2026-09-08
CUST000307,Customer 307,Philippines,SMB,2022-07-12
CUST000308,Customer 308,New Zealand,Enterprise,2025-03-01
CUST000309,Customer 309,Indonesia,Enterprise,2022-06-20
CUST000310,Customer 310,Indonesia,Enterprise,2023-06-17
CUST000311,Customer 311,Australia,Enterprise,2025-12-29
CUST000312,Customer 312,New Zealand,SMB,2025-07-10
CUST000313,Customer 313,India,SMB,2022-03-18
CUST000314,Customer 314,Philippines,Enterprise,2023-10-16
CUST000315,Customer 315,Philippines,Consumer,2022-02-09
CUST000316,Customer 316,Malaysia,SMB,2022-04-04
CUST000317,Customer 317,Singapore,Consumer,2024-10-13
CUST000318,Customer 318,Philippines,Enterprise,2023-01-27
CUST000319,Customer 319,Philippines,Consumer,2021-12-02
CUST000320,Customer 320,Singapore,Enterprise,2022-03-18
CUST000321,Customer 321,Singapore,Enterprise,2023-05-02
CUST000322,Customer 322,New Zealand,SMB,2026-01-09
CUST000323,Customer 323,Indonesia,Enterprise,2026-05-12
CUST000324,Customer 324,Indonesia,Enterprise,2024-10-29
CUST000325,Customer 325,Philippines,Consumer,2025-12-28
CUST000326,Customer 326,Philippines,SMB,2025-03-05
CUST000327,Customer 327,Malaysia,Consumer,2025-01-21
CUST000328,Customer 328,Malaysia,Consumer,2023-06-19
CUST000329,Customer 329,Australia,SMB,2024-01-14
CUST000330,Customer 330,Australia,SMB,2023-07-28
CUST000331,Customer 331,Malaysia,Consumer,2023-10-05
CUST000332,Customer 332,Singapore,Enterprise,2022-08-29
CUST000333,Customer 333,Singapore,SMB,2023-09-04
CUST000334,Customer 334,Philippines,SMB,2022-08-11
CUST000335,Customer 335,New Zealand,Enterprise,2022-05-21
CUST000336,Customer 336,Malaysia,Enterprise,2026-08-05
CUST000337,Customer 337,Singapore,Enterprise,2023-02-28
CUST000338,Customer 338,Indonesia,SMB,2025-06-12
CUST000339,Customer 339,Singapore,Enterprise,2026-03-10
CUST000340,Customer 340,Philippines,SMB,2023-09-22
CUST000341,Customer 341,Indonesia,Enterprise,2024-06-09
CUST000342,Customer 342,Philippines,Consumer,2024-08-12
CUST000343,Customer 343,Indonesia,Consumer,2025-05-05
CUST000344,Customer 344,India,SMB,2022-08-25
CUST000345,Customer 345,Indonesia,Consumer,2022-06-20
CUST000346,Customer 346,Philippines,Enterprise,2022-10-21
CUST000347,Customer 347,New Zealand,SMB,2022-11-25
CUST000348,Customer 348,Philippines,Consumer,2023-08-02
CUST000349,Customer 349,Singapore,SMB,2022-07-16
CUST000350,Customer 350,Indonesia,Consumer,2025-03-01
CUST000351,Customer 351,Indonesia,Enterprise,2026-08-06
CUST000352,Customer 352,Philippines,Consumer,2022-03-20
CUST000353,Customer 353,Singapore,Consumer,2025-07-01
CUST000354,Customer 354,New Zealand,SMB,2022-08-15
CUST000355,Customer 355,Philippines,SMB,2022-08-29
CUST000356,Customer 356,Indonesia,Consumer,2024-10-13
CUST000357,Customer 357,India,SMB,2026-03-03
CUST000358,Customer 358,Singapore,SMB,2025-07-20
CUST000359,Customer 359,Australia,Consumer,2025-09-13
CUST000360,Customer 360,India,Consumer,2026-02-18
CUST000361,Customer 361,India,Consumer,2023-05-11
CUST000362,Customer 362,Australia,SMB,2024-11-11
CUST000363,Customer 363,India,Enterprise,2025-07-03
CUST000364,Customer 364,Malaysia,SMB,2022-01-13
CUST000365,Customer 365,Australia,SMB,2022-11-13
CUST000366,Customer 366,New Zealand,Consumer,2026-06-15
CUST000367,Customer 367,Indonesia,SMB,2022-01-06
CUST000368,Customer 368,Australia,Consumer,2023-02-27
CUST000369,Customer 369,Australia,Enterprise,2023-09-18
CUST000370,Customer 370,Australia,Consumer,2025-11-15
CUST000371,Customer 371,Indonesia,Consumer,2024-04-26
CUST000372,Customer 372,India,Enterprise,2026-09-15
CUST000373,Customer 373,Malaysia,SMB,2025-11-02
CUST000374,Customer 374,Indonesia,Consumer,2022-01-06
CUST000375,Customer 375,New Zealand,Consumer,2022-12-10
CUST000376,Customer 376,Malaysia,Enterprise,2025-03-29
CUST000377,Customer 377,Australia,Consumer,2025-12-12
CUST000378,Customer 378,Australia,SMB,2024-05-01
CUST000379,Customer 379,Philippines,SMB,2024-11-20
CUST000380,Customer 380,Indonesia,Consumer,2022-01-02
CUST000381,Customer 381,Indonesia,Consumer,2021-11-29
CUST000382,Customer 382,Singapore,SMB,2022-02-07
CUST000383,Customer 383,New Zealand,Consumer,2026-07-16
CUST000384,Customer 384,India,Consumer,2023-03-19
CUST000385,Customer 385,Indonesia,Enterprise,2024-06-22
CUST000386,Customer 386,Philippines,SMB,2023-10-23
CUST000387,Customer 387,Malaysia,SMB,2022-02-11
CUST000388,Customer 388,Australia,SMB,2024-01-13
CUST000389,Customer 389,Indonesia,Enterprise,2025-06-11
CUST000390,Customer 390,Indonesia,Enterprise,2024-07-29
CUST000391,Customer 391,Indonesia,Enterprise,2026-07-20
CUST000392,Customer 392,India,Enterprise,2023-06-02
CUST000393,Customer 393,India,SMB,2022-09-15
CUST000394,Customer 394,Singapore,Consumer,2025-07-24
CUST000395,Customer 395,Indonesia,SMB,2024-07-25
CUST000396,Customer 396,Philippines,Consumer,2021-09-27
CUST000397,Customer 397,Philippines,Enterprise,2022-01-21
CUST000398,Customer 398,Australia,Enterprise,2023-07-28
CUST000399,Customer 399,India,Consumer,2025-11-29
CUST000400,Customer 400,Indonesia,Enterprise,2026-08-24
CUST000401,Customer 401,Australia,Consumer,2024-01-05
CUST000402,Customer 402,Malaysia,SMB,2024-11-06
CUST000403,Customer 403,Singapore,Enterprise,2024-11-06
CUST000404,Customer 404,Malaysia,SMB,2024-01-18
CUST000405,Customer 405,Malaysia,SMB,2024-10-18
CUST000406,Customer 406,Malaysia,Consumer,2022-08-29
CUST000407,Customer 407,Philippines,Consumer,2026-05-27
CUST000408,Customer 408,Singapore,Enterprise,2022-02-11
CUST000409,Customer 409,Philippines,Enterprise,2022-02-25
CUST000410,Customer 410,New Zealand,Consumer,2023-12-28
CUST000411,Customer 411,Indonesia,Enterprise,2022-05-27
CUST000412,Customer 412,India,SMB,2022-05-23
CUST000413,Customer 413,Singapore,Enterprise,2022-08-06
CUST000414,Customer 414,New Zealand,SMB,2025-02-14
CUST000415,Customer 415,India,Consumer,2025-08-18
CUST000416,Customer 416,India,Consumer,2025-10-06
CUST005393,Customer 5393,India,SMB,2025-10-24
CUST000417,Customer 417,New Zealand,Consumer,2022-10-21
CUST000418,Customer 418,Malaysia,Enterprise,2025-07-30
CUST000419,Customer 419,Australia,Enterprise,2026-08-13
CUST000420,Customer 420,India,SMB,2021-11-30
CUST000421,Customer 421,India,Consumer,2022-08-18
CUST000422,Customer 422,Indonesia,Enterprise,2024-07-28
CUST000423,Customer 423,Singapore,Consumer,2022-12-21
CUST000424,Customer 424,Australia,Enterprise,2023-08-26
CUST000425,Customer 425,Australia,Consumer,2025-12-30
CUST000426,Customer 426,Philippines,Enterprise,2023-06-19
CUST000427,Customer 427,Indonesia,Enterprise,2025-10-23
CUST000428,Customer 428,Malaysia,Consumer,2024-08-01
CUST000429,Customer 429,Philippines,Consumer,2021-11-28
CUST000430,Customer 430,Malaysia,SMB,2021-11-27
CUST000431,Customer 431,Malaysia,Enterprise,2025-06-01
CUST000432,Customer 432,Indonesia,Consumer,2021-12-26
CUST000433,Customer 433,India,SMB,2025-12-21
CUST000434,Customer 434,New Zealand,Enterprise,2023-10-06
CUST000435,Customer 435,Philippines,SMB,2023-12-29
CUST000436,Customer 436,Singapore,Enterprise,2024-08-07
CUST000437,Customer 437,Malaysia,SMB,2023-07-19
CUST000438,Customer 438,Malaysia,SMB,2025-06-05
CUST000439,Customer 439,Indonesia,Consumer,2024-05-03
CUST000440,Customer 440,Indonesia,SMB,2022-05-08
CUST000441,Customer 441,Malaysia,Enterprise,2024-06-21
CUST000442,Customer 442,India,Enterprise,2023-01-17
CUST000443,Customer 443,Malaysia,SMB,2025-05-13
CUST000444,Customer 444,Singapore,Consumer,2024-08-11
CUST000445,Customer 445,India,Enterprise,2022-02-19
CUST000446,Customer 446,India,Enterprise,2023-08-20
CUST000447,Customer 447,Philippines,SMB,2023-04-25
CUST000448,Customer 448,Australia,SMB,2022-03-30
CUST000449,Customer 449,New Zealand,Enterprise,2026-05-16
CUST000450,Customer 450,Indonesia,Enterprise,2023-05-04
CUST000451,Customer 451,Australia,Consumer,2026-07-16
CUST000452,Customer 452,India,SMB,2026-09-16
CUST000453,Customer 453,Singapore,SMB,2024-04-18
CUST000454,Customer 454,Malaysia,Enterprise,2024-11-07
CUST000455,Customer 455,India,SMB,2025-01-17
CUST000456,Customer 456,India,Enterprise,2025-01-30
CUST000457,Customer 457,India,Enterprise,2021-10-13
CUST000458,Customer 458,New Zealand,SMB,2022-04-20
CUST000459,Customer 459,New Zealand,Consumer,2026-02-17
CUST000460,Customer 460,New Zealand,SMB,2025-01-18
CUST000461,Customer 461,Philippines,Consumer,2024-04-01
CUST000462,Customer 462,Philippines,SMB,2026-02-10
CUST000463,Customer 463,Malaysia,SMB,2022-01-04
CUST000464,Customer 464,Malaysia,Enterprise,2021-11-06
CUST000465,Customer 465,Philippines,Enterprise,2022-10-05
CUST000466,Customer 466,New Zealand,Consumer,2024-04-11
CUST000467,Customer 467,Australia,SMB,2026-01-24
CUST000468,Customer 468,India,Consumer,2022-02-27
CUST000469,Customer 469,New Zealand,SMB,2025-06-12
CUST000470,Customer 470,New Zealand,Consumer,2022-09-21
CUST000471,Customer 471,Malaysia,SMB,2025-06-05
CUST000472,Customer 472,Philippines,SMB,2024-07-18
CUST000473,Customer 473,Philippines,Enterprise,2022-05-09
CUST000474,Customer 474,Malaysia,Consumer,2026-05-06
CUST000475,Customer 475,Singapore,Consumer,2024-05-14
CUST000476,Customer 476,Australia,Consumer,2024-10-30
CUST000477,Customer 477,Philippines,Consumer,2024-07-22
CUST000478,Customer 478,Australia,Consumer,2024-02-02
CUST000479,Customer 479,Singapore,Consumer,2024-10-25
CUST000480,Customer 480,Australia,SMB,2022-10-16
CUST000481,Customer 481,India,Enterprise,2023-12-17
