order_item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00001677,ORD0076225,PROD00049,2,1040.31,5.00
ITEM00001678,ORD0035491,PROD00898,5,432.77,20.00
ITEM00001679,ORD0213306,PROD00172,5,327.42,20.00
ITEM00001680,ORD0222779,PROD00902,1,1203.64,20.00
ITEM00001681,ORD0437693,PROD00750,1,292.86,5.00
ITEM00001682,ORD0311628,PROD00778,1,957.79,20.00
ITEM00001683,ORD0448025,PROD00096,5,450.50,0.00
ITEM00001684,ORD0257916,PROD00363,1,1442.35,20.00
ITEM00001685,ORD0112869,PROD00249,2,1465.78,20.00
ITEM00001686,ORD0397617,PROD00710,4,1953.45,0.00
ITEM00001687,ORD0198654,PROD00449,4,731.47,5.00
ITEM00001688,ORD0484236,PROD00756,4,1405.61,20.00
ITEM00001689,ORD0218891,PROD00079,3,1255.51,0.00
ITEM00001690,ORD0178690,PROD00027,2,381.27,10.00
ITEM00001691,ORD0129596,PROD00858,4,1761.17,15.00
ITEM00001692,ORD0067073,PROD00790,3,334.48,0.00
ITEM00001693,ORD0115102,PROD00674,4,1582.48,15.00
ITEM00001694,ORD0433462,PROD00849,1,103.32,10.00
ITEM00001695,ORD0233269,PROD00416,2,513.22,0.00
ITEM00001696,ORD0377478,PROD00591,5,669.00,5.00
ITEM00001697,ORD0197910,PROD00761,1,509.55,5.00
ITEM00001698,ORD0340807,PROD00633,1,403.58,20.00
ITEM00001699,ORD0271854,PROD00632,3,340.44,20.00
ITEM00001700,ORD0102252,PROD00393,2,1210.02,5.00
ITEM00001701,ORD0211955,PROD00655,4,566.66,0.00
ITEM00001702,ORD0130887,PROD00516,5,144.53,15.00
ITEM00001703,ORD0265214,PROD00843,5,527.38,10.00
ITEM00001704,ORD0352225,PROD00140,1,1519.92,0.00
ITEM00001705,ORD0035538,PROD00478,3,1931.11,20.00
ITEM00001706,ORD0298736,PROD00660,1,282.60,10.00
ITEM00001707,ORD0093775,PROD00480,4,1493.62,20.00
ITEM00001708,ORD0224169,PROD00947,3,1844.31,0.00
ITEM00001709,ORD0150723,PROD00294,1,828.86,5.00
ITEM00001710,ORD0201240,PROD00224,5,59.26,0.00
ITEM00001711,ORD0409352,PROD00923,2,1640.61,20.00
ITEM00001712,ORD0485500,PROD00640,5,914.01,10.00
ITEM00001713,ORD0341643,PROD00325,3,1432.45,5.00
ITEM00001714,ORD0404770,PROD00625,1,149.62,15.00
ITEM00001715,ORD0257434,PROD00190,4,913.87,10.00
ITEM00001716,ORD0101719,PROD00200,3,394.96,20.00
ITEM00001717,ORD0231980,PROD00615,5,128.30,0.00
ITEM00001718,ORD0283337,PROD00041,2,333.41,10.00
ITEM00001719,ORD0488491,PROD00836,5,1101.96,5.00
ITEM00001720,ORD0428667,PROD00888,5,1522.67,5.00
ITEM00001721,ORD0058252,PROD00473,3,1198.46,20.00
ITEM00001722,ORD0440888,PROD00587,4,1513.68,15.00
ITEM00001723,ORD0136197,PROD00418,1,1587.03,20.00
ITEM00001724,ORD0423473,PROD00589,5,65.13,0.00
ITEM00001725,ORD0188604,PROD00545,2,335.43,20.00
ITEM00001726,ORD0412265,PROD00085,5,292.55,10.00
ITEM00001727,ORD0216542,PROD00958,1,1155.57,5.00
ITEM00001728,ORD0062316,PROD00388,5,659.10,10.00
ITEM00001729,ORD0216319,PROD00789,2,279.61,15.00
ITEM00001730,ORD0314966,PROD00703,5,99.49,20.00
ITEM00001731,ORD0006861,PROD00497,2,1968.19,15.00
ITEM00001732,ORD0375112,PROD00989,5,469.18,10.00
ITEM00001733,ORD0229194,PROD00639,3,1577.12,20.00
ITEM00001734,ORD0391581,PROD00013,2,1707.27,5.00
ITEM00001735,ORD0203764,PROD00899,3,1226.79,5.00
ITEM00001736,ORD0247117,PROD00269,1,134.72,10.00
ITEM00001737,ORD0138895,PROD00190,5,1987.18,20.00
ITEM00001738,ORD0215049,PROD00321,3,64.35,5.00
ITEM00001739,ORD0435255,PROD00619,4,1207.91,0.00
ITEM00001740,ORD0354905,PROD00104,4,807.40,0.00
ITEM00001741,ORD0075279,PROD00760,4,1653.90,20.00
ITEM00001742,ORD0371810,PROD00600,5,773.00,15.00
ITEM00001743,ORD0385643,PROD00145,1,1836.70,20.00
ITEM00001744,ORD0431299,PROD00308,5,476.63,15.00
ITEM00001745,ORD0031436,PROD00067,1,1603.28,10.00
ITEM00001746,ORD0437274,PROD00675,4,1241.55,5.00
ITEM00001747,ORD0069900,PROD00263,3,1145.37,10.00
ITEM00001748,ORD0469150,PROD00353,5,1614.49,20.00
ITEM00001749,ORD0127860,PROD00628,2,458.07,5.00
ITEM00001750,ORD0005355,PROD00006,4,1124.95,10.00
ITEM00001751,ORD0003115,PROD00538,4,1716.20,10.00
ITEM00001752,ORD0298533,PROD00391,5,868.89,20.00
ITEM00001753,ORD0372059,PROD00141,3,667.61,0.00
ITEM00001754,ORD0312658,PROD00993,5,232.32,15.00
ITEM00001755,ORD0146714,PROD00037,4,564.24,10.00
ITEM00001756,ORD0200299,PROD00963,1,403.04,15.00
ITEM00001757,ORD0389346,PROD00483,4,1730.70,20.00
ITEM00001758,ORD0016714,PROD00813,2,802.77,15.00
ITEM00001759,ORD0406689,PROD00127,2,967.39,20.00
ITEM00001760,ORD0172176,PROD00339,3,700.06,0.00
ITEM00001761,ORD0251936,PROD00209,2,430.04,0.00
ITEM00001762,ORD0041914,PROD00392,2,1278.80,15.00
ITEM00001763,ORD0251088,PROD00985,5,1023.56,0.00
ITEM00001764,ORD0039542,PROD00855,2,1411.84,20.00
ITEM00001765,ORD0000779,PROD00428,5,1041.24,5.00
ITEM00001766,ORD0264613,PROD00523,4,1978.58,0.00
ITEM00001767,ORD0007723,PROD00465,5,978.11,5.00
ITEM00001768,ORD0410550,PROD00449,2,1088.56,5.00
ITEM00001769,ORD0196024,PROD00782,1,665.63,10.00
ITEM00001770,ORD0394260,PROD00185,5,1543.43,15.00
ITEM00001771,ORD0354404,PROD00461,1,1817.31,20.00
ITEM00001772,ORD0036043,PROD00891,2,920.63,0.00
ITEM00001773,ORD0290705,PROD00610,4,1050.29,10.00
ITEM00001774,ORD0248912,PROD00856,3,1592.21,20.00
ITEM00001775,ORD0307069,PROD00302,4,846.41,15.00
ITEM00001776,ORD0048372,PROD00774,5,148.76,0.00
ITEM00001777,ORD0273032,PROD00070,4,773.24,15.00
ITEM00001778,ORD0288657,PROD00705,3,1060.19,0.00
ITEM00001779,ORD0432282,PROD00042,5,949.68,10.00
ITEM00001780,ORD0329039,PROD00699,4,537.68,10.00
ITEM00001781,ORD0209476,PROD00308,1,130.61,5.00
ITEM00001782,ORD0476560,PROD00211,2,1739.64,0.00
ITEM00001783,ORD0455787,PROD00200,5,961.03,5.00
ITEM00001784,ORD0455009,PROD00465,4,1482.27,20.00
ITEM00001785,ORD0180497,PROD00574,2,1496.17,5.00
ITEM00001786,ORD0343646,PROD00287,5,1919.82,10.00
ITEM00001787,ORD0445147,PROD00218,1,240.60,15.00
ITEM00001788,ORD0081423,PROD00524,5,570.31,15.00
ITEM00001789,ORD0281186,PROD00008,5,924.54,10.00
ITEM00001790,ORD0203906,PROD00363,4,1554.31,5.00
ITEM00001791,ORD0447740,PROD00476,2,1006.60,15.00
ITEM00001792,ORD0015295,PROD00643,4,1753.66,5.00
ITEM00001793,ORD0408105,PROD00129,2,266.92,5.00
ITEM00001794,ORD0063293,PROD00062,4,1770.15,10.00
ITEM00001795,ORD0449843,PROD00578,3,1821.22,0.00
ITEM00001796,ORD0149163,PROD00291,1,240.95,10.00
ITEM00001797,ORD0118947,PROD00738,4,589.62,10.00
ITEM00001798,ORD0373420,PROD00033,4,1740.26,20.00
ITEM00001799,ORD0048500,PROD00750,5,1254.11,5.00
ITEM00001800,ORD0049888,PROD00068,3,942.66,20.00
ITEM00001801,ORD0489467,PROD00159,4,368.31,5.00
ITEM00001802,ORD0360618,PROD00093,1,908.67,15.00
ITEM00001803,ORD0423802,PROD00297,1,1401.84,10.00
ITEM00001804,ORD0100819,PROD00409,3,908.05,0.00
ITEM00001805,ORD0463672,PROD00570,5,499.40,5.00
ITEM00001806,ORD0195143,PROD00797,4,1075.01,0.00
ITEM00001807,ORD0282875,PROD00349,1,1946.15,10.00
ITEM00001808,ORD0374933,PROD00320,5,1593.94,15.00
ITEM00001809,ORD0180440,PROD00594,4,1971.39,0.00
ITEM00001810,ORD0230614,PROD00541,3,587.28,10.00
ITEM00001811,ORD0385359,PROD00223,4,1070.81,0.00
ITEM00001812,ORD0242262,PROD00023,1,553.12,10.00
ITEM00001813,ORD0381703,PROD00384,3,974.89,15.00
ITEM00001814,ORD0308624,PROD00526,3,1471.63,15.00
ITEM00001815,ORD0049458,PROD00454,2,555.58,15.00
ITEM00001816,ORD0265777,PROD00543,4,70.42,15.00
ITEM00001817,ORD0442556,PROD00375,1,312.19,10.00
ITEM00001818,ORD0189757,PROD00574,4,1209.34,20.00
ITEM00001819,ORD0179523,PROD00615,4,1298.29,0.00
ITEM00001820,ORD0314393,PROD00171,1,1114.76,20.00
ITEM00001821,ORD0400438,PROD00888,2,777.80,10.00
ITEM00001822,ORD0387662,PROD00383,4,1676.32,15.00
ITEM00001823,ORD0065166,PROD00130,2,1253.89,20.00
ITEM00001824,ORD0448661,PROD00241,4,613.53,5.00
ITEM00001825,ORD0274518,PROD00790,5,782.96,20.00
ITEM00001826,ORD0450801,PROD00929,1,719.86,20.00
ITEM00001827,ORD0360445,PROD00395,3,407.39,15.00
ITEM00001828,ORD0212722,PROD00651,2,1866.13,10.00
ITEM00001829,ORD0172551,PROD00944,3,1888.02,0.00
ITEM00001830,ORD0127094,PROD00305,5,1256.87,15.00
ITEM00001831,ORD0284893,PROD00718,2,59.43,5.00
ITEM00001832,ORD0397790,PROD00416,2,1910.55,20.00
ITEM00001833,ORD0336367,PROD00334,1,1972.57,15.00
ITEM00001834,ORD0069155,PROD00155,3,1190.19,0.00
ITEM00001835,ORD0455011,PROD00652,1,143.76,20.00
ITEM00001836,ORD0131446,PROD00190,1,275.07,20.00
ITEM00001837,ORD0427450,PROD00363,3,289.10,5.00
ITEM00001838,ORD0347150,PROD00457,3,1461.36,5.00
ITEM00001839,ORD0331895,PROD00254,2,561.27,5.00
ITEM00001840,ORD0059124,PROD00476,5,822.90,15.00
ITEM00001841,ORD0243456,PROD00379,5,1519.97,15.00
ITEM00001842,ORD0261548,PROD00798,2,244.79,10.00
ITEM00001843,ORD0315643,PROD00296,1,1250.39,5.00
ITEM00001844,ORD0448046,PROD00327,1,1627.61,15.00
ITEM00001845,ORD0388326,PROD00088,2,955.96,15.00
ITEM00001846,ORD0303219,PROD00721,3,314.97,10.00
ITEM00001847,ORD0311537,PROD00617,5,851.58,5.00
ITEM00001848,ORD0272542,PROD00502,2,924.69,10.00
ITEM00001849,ORD0020990,PROD00179,1,330.37,0.00
ITEM00001850,ORD0469482,PROD00893,4,1136.82,10.00
ITEM00001851,ORD0136769,PROD00713,1,202.13,15.00
ITEM00001852,ORD0037468,PROD00224,1,157.64,20.00
ITEM00001853,ORD0499157,PROD00398,1,1953.50,0.00
ITEM00001854,ORD0144860,PROD00104,5,610.47,10.00
ITEM00001855,ORD0208895,PROD00864,3,1570.43,20.00
ITEM00001856,ORD0237837,PROD00841,3,640.72,20.00
ITEM00001857,ORD0332834,PROD00456,2,1361.34,15.00
ITEM00001858,ORD0248286,PROD00565,3,870.47,0.00
ITEM00001859,ORD0094478,PROD00489,1,1147.68,0.00
ITEM00001860,ORD0083760,PROD00108,3,1623.40,10.00
ITEM00001861,ORD0096488,PROD00435,4,1013.79,0.00
ITEM00001862,ORD0469941,PROD00523,3,1255.35,20.00
ITEM00001863,ORD0285182,PROD00318,1,768.42,0.00
ITEM00001864,ORD0420509,PROD00477,4,1629.44,10.00
ITEM00001865,ORD0154026,PROD00440,5,1938.32,0.00
ITEM00001866,ORD0405328,PROD00488,4,252.40,20.00
ITEM00001867,ORD0295785,PROD00656,5,1438.48,0.00
ITEM00001868,ORD0131079,PROD00713,3,1795.00,0.00
ITEM00001869,ORD0396605,PROD00989,2,1208.13,15.00
ITEM00001870,ORD0019574,PROD00166,5,1727.22,15.00
ITEM00001871,ORD0204902,PROD00915,4,248.53,20.00
ITEM00001872,ORD0055198,PROD00011,2,1068.62,20.00
ITEM00001873,ORD0358316,PROD00336,5,1425.52,10.00
ITEM00001874,ORD0133469,PROD00448,2,1419.76,5.00
ITEM00001875,ORD0126326,PROD00677,1,699.68,5.00
ITEM00001876,ORD0251906,PROD00745,5,1255.92,10.00
ITEM00001877,ORD0332230,PROD00723,1,106.55,5.00
ITEM00001878,ORD0455781,PROD00527,5,1401.35,5.00
ITEM00001879,ORD0070344,PROD00545,2,377.62,5.00
ITEM00001880,ORD0051964,PROD00277,4,619.38,20.00
ITEM00001881,ORD0235458,PROD00328,1,761.37,0.00
ITEM00001882,ORD0119970,PROD00534,2,1633.48,5.00
ITEM00001883,ORD0371508,PROD00455,4,1113.93,20.00
ITEM00001884,ORD0280247,PROD00133,2,168.27,10.00
ITEM00001885,ORD0347657,PROD00094,4,463.71,20.00
ITEM00001886,ORD0280166,PROD00427,3,778.59,5.00
ITEM00001887,ORD0309311,PROD00985,3,568.24,5.00
ITEM00001888,ORD0102717,PROD00090,3,1095.79,10.00
ITEM00001889,ORD0327949,PROD00608,3,968.96,0.00
ITEM00001890,ORD0487039,PROD00373,3,667.55,0.00
ITEM00001891,ORD0468683,PROD00804,3,454.24,5.00
ITEM00001892,ORD0339078,PROD00951,5,747.60,20.00
ITEM00001893,ORD0028226,PROD00343,5,1197.03,20.00
ITEM00001894,ORD0015995,PROD00613,3,600.89,5.00
ITEM00001895,ORD0479039,PROD00723,4,1893.05,20.00
ITEM00001896,ORD0131964,PROD00430,1,340.28,10.00
ITEM00001897,ORD0332944,PROD00673,3,1505.44,0.00
ITEM00001898,ORD0101396,PROD00818,1,211.37,0.00
ITEM00001899,ORD0054138,PROD00526,5,1243.23,20.00
ITEM00001900,ORD0314976,PROD00867,5,1551.81,10.00
ITEM00001901,ORD0412920,PROD00865,5,1943.44,0.00
ITEM00001902,ORD0302154,PROD00338,5,1216.12,10.00
ITEM00001903,ORD0281593,PROD00088,1,514.47,5.00
ITEM00001904,ORD0176516,PROD00189,1,767.55,10.00
ITEM00001905,ORD0236682,PROD00483,1,853.50,5.00
ITEM00001906,ORD0486375,PROD00347,4,1729.22,0.00
ITEM00001907,ORD0160390,PROD00217,3,1430.26,5.00
ITEM00001908,ORD0103299,PROD00025,5,631.57,0.00
ITEM00001909,ORD0017502,PROD00498,2,1657.43,0.00
ITEM00001910,ORD0441103,PROD00566,4,572.64,5.00
ITEM00001911,ORD0054689,PROD00573,1,1638.12,0.00
ITEM00001912,ORD0105644,PROD00404,3,940.17,10.00
ITEM00001913,ORD0407564,PROD00785,4,1221.91,20.00
ITEM00001914,ORD0441287,PROD00635,4,1648.52,5.00
ITEM00001915,ORD0133941,PROD00043,3,277.97,10.00
ITEM00001916,ORD0479363,PROD00741,2,1860.80,10.00
ITEM00001917,ORD0208831,PROD00626,4,1255.47,5.00
ITEM00001918,ORD0234783,PROD00633,4,117.80,20.00
ITEM00001919,ORD0058443,PROD00235,4,1567.83,0.00
ITEM00001920,ORD0357843,PROD00273,2,472.10,10.00
ITEM00001921,ORD0449522,PROD00834,2,1859.34,15.00
ITEM00001922,ORD0366473,PROD00252,1,678.10,0.00
ITEM00001923,ORD0127525,PROD00897,5,834.92,10.00
ITEM00001924,ORD0239859,PROD00492,4,704.95,5.00
ITEM00001925,ORD0471192,PROD00538,5,1341.83,5.00
ITEM00001926,ORD0093948,PROD00794,3,1490.91,0.00
ITEM00001927,ORD0296526,PROD00296,4,595.55,20.00
ITEM00001928,ORD0214982,PROD00664,4,1254.66,0.00
ITEM00001929,ORD0044056,PROD00903,4,1020.69,20.00
ITEM00001930,ORD0218193,PROD00827,1,798.30,0.00
ITEM00001931,ORD0272420,PROD00786,2,1396.86,5.00
ITEM00001932,ORD0086498,PROD00803,4,612.14,20.00
ITEM00001933,ORD0443824,PROD00058,5,1802.23,20.00
ITEM00001934,ORD0075713,PROD00296,2,157.63,20.00
ITEM00001935,ORD0015517,PROD00393,3,1880.31,15.00
ITEM00001936,ORD0482479,PROD00763,5,1119.30,15.00
ITEM00001937,ORD0423493,PROD00038,5,1503.76,0.00
ITEM00001938,ORD0463577,PROD00432,1,967.98,0.00
ITEM00001939,ORD0158270,PROD00345,4,1239.82,20.00
ITEM00001940,ORD0049570,PROD00195,1,1116.18,10.00
ITEM00001941,ORD0377675,PROD00256,2,868.54,5.00
ITEM00001942,ORD0404931,PROD00240,1,371.23,15.00
ITEM00001943,ORD0258201,PROD00702,2,1290.68,0.00
ITEM00001944,ORD0242886,PROD00322,2,1217.22,10.00
ITEM00001945,ORD0092626,PROD00050,5,1335.57,20.00
ITEM00001946,ORD0230975,PROD00536,3,1288.05,15.00
ITEM00001947,ORD0228857,PROD00701,1,1848.17,5.00
ITEM00001948,ORD0212046,PROD00941,2,1323.52,15.00
ITEM00001949,ORD0492486,PROD00734,4,1471.20,0.00
ITEM00001950,ORD0484322,PROD00801,2,1093.37,5.00
ITEM00001951,ORD0273059,PROD00117,4,1157.93,5.00
ITEM00001952,ORD0298466,PROD00341,3,83.04,20.00
ITEM00001953,ORD0344644,PROD00128,1,169.87,10.00
ITEM00001954,ORD0489861,PROD00201,1,1110.63,10.00
ITEM00001955,ORD0121701,PROD00978,5,265.26,10.00
ITEM00001956,ORD0159730,PROD00223,2,1136.01,5.00
ITEM00001957,ORD0123596,PROD00736,3,753.27,15.00
ITEM00001958,ORD0461395,PROD00521,5,460.21,15.00
ITEM00001959,ORD0296743,PROD00529,5,1936.23,10.00
ITEM00001960,ORD0121657,PROD00075,3,1159.51,15.00
ITEM00001961,ORD0336975,PROD00011,5,1431.73,20.00
ITEM00001962,ORD0280193,PROD00684,5,645.85,10.00
ITEM00001963,ORD0335679,PROD00279,2,1884.00,10.00
ITEM00001964,ORD0195211,PROD00690,5,1210.92,10.00
ITEM00001965,ORD0339350,PROD00155,4,194.21,10.00
ITEM00001966,ORD0424064,PROD00144,2,1715.72,0.00
ITEM00001967,ORD0160261,PROD00590,4,908.68,15.00
ITEM00001968,ORD0199298,PROD00277,4,1261.57,5.00
ITEM00001969,ORD0178640,PROD00421,1,491.67,20.00
ITEM00001970,ORD0000109,PROD00430,4,269.72,15.00
ITEM00001971,ORD0337125,PROD00060,5,1619.85,0.00
ITEM00001972,ORD0404837,PROD00157,2,1493.98,0.00
ITEM00001973,ORD0373695,PROD00317,1,1056.67,5.00
ITEM00001974,ORD0436888,PROD00219,1,940.27,20.00
ITEM00001975,ORD0045150,PROD00920,1,1954.92,0.00
ITEM00001976,ORD0203856,PROD00033,4,769.56,5.00
ITEM00001977,ORD0311436,PROD00241,3,669.11,15.00
ITEM00001978,ORD0124068,PROD00715,5,1857.22,15.00
ITEM00001979,ORD0280404,PROD00280,1,1069.66,20.00
ITEM00001980,ORD0309761,PROD00538,1,1775.47,5.00
ITEM00001981,ORD0490555,PROD00006,3,1166.51,5.00
ITEM00001982,ORD0385657,PROD00848,1,1192.66,10.00
ITEM00001983,ORD0471999,PROD00512,4,1353.95,20.00
ITEM00001984,ORD0427996,PROD00823,5,1988.29,10.00
ITEM00001985,ORD0337330,PROD00442,3,967.32,20.00
ITEM00001986,ORD0207356,PROD00081,1,1680.49,20.00
ITEM00001987,ORD0035712,PROD00825,4,1870.35,10.00
ITEM00001988,ORD0484304,PROD00382,2,1540.87,20.00
ITEM00001989,ORD0358614,PROD00578,5,1169.31,15.00
ITEM00001990,ORD0362400,PROD00249,2,547.01,0.00
ITEM00001991,ORD0350378,PROD00218,5,225.32,0.00
ITEM00001992,ORD0280670,PROD00655,2,1127.77,0.00
ITEM00001993,ORD0100364,PROD00089,4,1983.48,20.00
ITEM00001994,ORD0002853,PROD00299,3,581.51,5.00
